Local time,Open,High,Low,Close,Volume
06.09.2018 03:00:00.000 GMT+0200,1198.809,1199.781,1197.068,1197.418,5410680.0556
06.09.2018 07:00:00.000 GMT+0200,1197.419,1203.192,1195.778,1202.898,8806009.7693
06.09.2018 11:00:00.000 GMT+0200,1202.909,1206.592,1202.109,1203.789,7661959.886499999
06.09.2018 15:00:00.000 GMT+0200,1203.789,1206.941,1196.749,1198.848,11126950.025600001
06.09.2018 19:00:00.000 GMT+0200,1198.858,1201.119,1198.238,1199.649,4846610.0095999995
06.09.2018 23:00:00.000 GMT+0200,1199.828,1202.489,1199.588,1202.361,2604845.0322000002
07.09.2018 03:00:00.000 GMT+0200,1202.362,1203.481,1199.238,1201.501,6178470.0154
07.09.2018 07:00:00.000 GMT+0200,1201.508,1202.038,1198.279,1200.828,8783950.0903
07.09.2018 11:00:00.000 GMT+0200,1200.829,1202.252,1194.018,1194.539,9806729.7936
07.09.2018 15:00:00.000 GMT+0200,1194.518,1200.222,1193.418,1195.952,14206389.904
07.09.2018 19:00:00.000 GMT+0200,1195.952,1196.728,1193.639,1195.629,5726819.9921
09.09.2018 23:00:00.000 GMT+0200,1195.018,1196.608,1194.049,1195.469,2600400.0306
10.09.2018 03:00:00.000 GMT+0200,1195.458,1196.281,1192.468,1193.098,5349479.9733
10.09.2018 07:00:00.000 GMT+0200,1193.152,1196.049,1191.785,1194.618,6480309.9037
10.09.2018 11:00:00.000 GMT+0200,1194.639,1195.841,1191.498,1195.722,7688400.1493
10.09.2018 15:00:00.000 GMT+0200,1195.722,1198.439,1195.419,1196.258,10540180.087
10.09.2018 19:00:00.000 GMT+0200,1196.278,1196.598,1193.708,1195.722,3849439.8891000003
10.09.2018 23:00:00.000 GMT+0200,1194.969,1196.178,1194.168,1194.201,1729699.9989999998
11.09.2018 03:00:00.000 GMT+0200,1194.248,1195.089,1193.018,1193.919,3252819.9553000005
11.09.2018 07:00:00.000 GMT+0200,1193.918,1197.102,1193.318,1194.918,7617690.086300001
11.09.2018 11:00:00.000 GMT+0200,1194.908,1194.999,1187.758,1188.808,8875032.0672
11.09.2018 15:00:00.000 GMT+0200,1188.818,1197.082,1187.698,1195.489,11103580.2364
11.09.2018 19:00:00.000 GMT+0200,1195.489,1199.368,1194.998,1198.521,4585560.023899999
11.09.2018 23:00:00.000 GMT+0200,1198.008,1198.419,1196.728,1196.848,2214599.9671
12.09.2018 03:00:00.000 GMT+0200,1196.848,1196.912,1192.658,1193.649,3645820.0217000004
12.09.2018 07:00:00.000 GMT+0200,1193.658,1196.529,1192.668,1195.502,7623080.015199999
12.09.2018 11:00:00.000 GMT+0200,1195.491,1197.699,1192.931,1194.389,8988579.8693
12.09.2018 15:00:00.000 GMT+0200,1194.398,1204.612,1194.158,1203.971,13259999.9905
12.09.2018 19:00:00.000 GMT+0200,1203.971,1208.429,1203.891,1206.122,7748330.1759
12.09.2018 23:00:00.000 GMT+0200,1206.778,1207.191,1205.088,1205.899,2183330.0291999998
13.09.2018 03:00:00.000 GMT+0200,1205.888,1206.882,1204.042,1204.319,4311259.984999999
13.09.2018 07:00:00.000 GMT+0200,1204.318,1207.218,1203.338,1205.938,7083510.041300001
13.09.2018 11:00:00.000 GMT+0200,1205.928,1210.108,1204.118,1209.682,9380019.9032
13.09.2018 15:00:00.000 GMT+0200,1209.689,1212.609,1201.499,1203.498,13232630.0144
13.09.2018 19:00:00.000 GMT+0200,1203.478,1204.119,1200.148,1201.271,5322029.9481999995
13.09.2018 23:00:00.000 GMT+0200,1201.198,1203.158,1201.079,1202.889,2281625.0324
14.09.2018 03:00:00.000 GMT+0200,1202.898,1205.762,1202.878,1205.128,4816699.9816000005
14.09.2018 07:00:00.000 GMT+0200,1205.118,1208.512,1204.558,1206.831,7864259.9583
14.09.2018 11:00:00.000 GMT+0200,1206.839,1207.648,1201.338,1201.969,8656430.1252
14.09.2018 15:00:00.000 GMT+0200,1201.969,1203.309,1192.878,1195.009,14149460.077300001
14.09.2018 19:00:00.000 GMT+0200,1194.998,1196.969,1192.898,1193.249,5550029.9931
16.09.2018 23:00:00.000 GMT+0200,1193.971,1194.722,1192.758,1193.809,1734435.0517000002
17.09.2018 03:00:00.000 GMT+0200,1193.788,1195.839,1193.778,1194.938,2841620.028
17.09.2018 07:00:00.000 GMT+0200,1194.938,1197.239,1194.288,1196.888,7371979.8923
17.09.2018 11:00:00.000 GMT+0200,1196.879,1200.041,1196.168,1199.388,8514420.032499999
17.09.2018 15:00:00.000 GMT+0200,1199.378,1204.779,1198.708,1202.488,10995125.0553
17.09.2018 19:00:00.000 GMT+0200,1202.488,1202.648,1199.888,1201.022,5037179.9469
17.09.2018 23:00:00.000 GMT+0200,1201.348,1201.772,1197.678,1198.878,3698660.016
18.09.2018 03:00:00.000 GMT+0200,1198.879,1199.721,1197.008,1198.239,7080039.978
18.09.2018 07:00:00.000 GMT+0200,1198.258,1200.739,1195.838,1198.898,9130739.8081
18.09.2018 11:00:00.000 GMT+0200,1198.909,1203.022,1198.319,1201.018,9136510.1337
18.09.2018 15:00:00.000 GMT+0200,1201.079,1203.492,1197.648,1198.278,12261379.7188
18.09.2018 19:00:00.000 GMT+0200,1198.289,1199.249,1196.889,1198.021,4912990.152799999
18.09.2018 23:00:00.000 GMT+0200,1197.939,1199.881,1197.521,1199.009,2367229.9982
19.09.2018 03:00:00.000 GMT+0200,1199.008,1202.449,1198.129,1201.939,5479900.0024999995
19.09.2018 07:00:00.000 GMT+0200,1201.948,1204.591,1201.908,1202.928,8483109.951
19.09.2018 11:00:00.000 GMT+0200,1202.959,1206.169,1201.208,1205.239,8244520.1873
19.09.2018 15:00:00.000 GMT+0200,1205.229,1205.989,1201.138,1204.128,10961469.769499999
19.09.2018 19:00:00.000 GMT+0200,1204.109,1204.201,1202.471,1203.771,3610110.0742000006
19.09.2018 23:00:00.000 GMT+0200,1203.869,1204.142,1203.049,1203.548,2051480.0548
20.09.2018 03:00:00.000 GMT+0200,1203.548,1206.552,1203.548,1205.619,4708140.0752
20.09.2018 07:00:00.000 GMT+0200,1205.601,1205.812,1201.339,1201.449,7040149.9271
20.09.2018 11:00:00.000 GMT+0200,1201.449,1207.792,1201.269,1207.011,10454129.8151
20.09.2018 15:00:00.000 GMT+0200,1207.011,1208.372,1203.028,1205.771,11167250.156400003
20.09.2018 19:00:00.000 GMT+0200,1205.758,1207.871,1204.789,1206.931,5607960.045300001
20.09.2018 23:00:00.000 GMT+0200,1207.179,1209.991,1206.589,1209.358,2782629.9965000004
21.09.2018 03:00:00.000 GMT+0200,1209.311,1209.369,1207.651,1209.318,5622919.9766999995
21.09.2018 07:00:00.000 GMT+0200,1209.318,1211.012,1207.168,1208.701,8108530.044600001
21.09.2018 11:00:00.000 GMT+0200,1208.702,1208.879,1195.489,1195.869,10161290.0496
21.09.2018 15:00:00.000 GMT+0200,1195.868,1201.111,1191.789,1197.218,13185860.1571
21.09.2018 19:00:00.000 GMT+0200,1197.218,1199.609,1195.838,1199.468,5528440.0285
23.09.2018 23:00:00.000 GMT+0200,1198.819,1199.168,1196.268,1196.659,2190959.99
24.09.2018 03:00:00.000 GMT+0200,1196.659,1197.302,1195.818,1196.928,3638459.9805
24.09.2018 07:00:00.000 GMT+0200,1196.928,1199.259,1194.399,1199.169,6635499.8945
24.09.2018 11:00:00.000 GMT+0200,1199.228,1200.889,1197.888,1197.958,5129990.1008
24.09.2018 15:00:00.000 GMT+0200,1197.938,1204.138,1197.778,1200.988,9922649.860499999
24.09.2018 19:00:00.000 GMT+0200,1200.989,1200.998,1198.378,1198.548,3881599.9627
24.09.2018 23:00:00.000 GMT+0200,1198.438,1199.428,1197.978,1198.258,1862300.0085
25.09.2018 03:00:00.000 GMT+0200,1198.268,1199.418,1197.078,1198.609,3350489.9441
25.09.2018 07:00:00.000 GMT+0200,1198.608,1200.719,1198.278,1199.708,7767230.0339
25.09.2018 11:00:00.000 GMT+0200,1199.708,1202.108,1199.318,1200.799,7180419.9218999995
25.09.2018 15:00:00.000 GMT+0200,1200.799,1203.269,1200.218,1200.958,9992149.949099999
25.09.2018 19:00:00.000 GMT+0200,1201.028,1201.758,1199.878,1199.908,3471900.0459
25.09.2018 23:00:00.000 GMT+0200,1200.718,1201.889,1200.049,1200.058,1494480.0137999998
26.09.2018 03:00:00.000 GMT+0200,1200.068,1202.289,1199.868,1201.939,4015939.9511
26.09.2018 07:00:00.000 GMT+0200,1201.949,1202.428,1198.768,1199.689,5885650.0387
26.09.2018 11:00:00.000 GMT+0200,1199.689,1199.689,1194.168,1195.778,6720688.939100001
26.09.2018 15:00:00.000 GMT+0200,1195.768,1197.378,1193.698,1195.989,8726689.934799999
26.09.2018 19:00:00.000 GMT+0200,1196.008,1200.148,1190.478,1194.172,10328070.044499999
26.09.2018 23:00:00.000 GMT+0200,1194.659,1197.049,1194.569,1196.288,1438190.0132
27.09.2018 03:00:00.000 GMT+0200,1196.309,1198.509,1195.339,1198.039,1942499.9952000002
27.09.2018 07:00:00.000 GMT+0200,1198.048,1198.339,1194.388,1196.548,8199649.8108
27.09.2018 11:00:00.000 GMT+0200,1196.541,1197.362,1186.648,1186.978,9431379.9143
27.09.2018 15:00:00.000 GMT+0200,1187.028,1187.792,1182.000,1184.139,12928380.0125
27.09.2018 19:00:00.000 GMT+0200,1184.148,1185.318,1182.368,1182.411,6695539.8917
27.09.2018 23:00:00.000 GMT+0200,1182.438,1183.931,1182.408,1183.768,1639605.0154
28.09.2018 03:00:00.000 GMT+0200,1183.749,1185.468,1182.998,1183.499,4664110.0645
28.09.2018 07:00:00.000 GMT+0200,1183.499,1184.428,1180.718,1183.368,9365484.9529
28.09.2018 11:00:00.000 GMT+0200,1183.241,1186.011,1181.739,1185.801,11266780.138
28.09.2018 15:00:00.000 GMT+0200,1185.799,1193.531,1184.268,1192.421,13633889.9135
28.09.2018 19:00:00.000 GMT+0200,1192.422,1193.841,1190.648,1191.762,6847659.885799999
30.09.2018 23:00:00.000 GMT+0200,1192.309,1192.339,1189.778,1189.948,2822804.9874
01.10.2018 03:00:00.000 GMT+0200,1189.948,1190.399,1187.999,1188.418,5604139.923999999
01.10.2018 07:00:00.000 GMT+0200,1188.399,1189.572,1185.218,1185.819,8676650.1665
01.10.2018 11:00:00.000 GMT+0200,1185.819,1192.038,1184.541,1191.018,9266820.0731
01.10.2018 15:00:00.000 GMT+0200,1191.018,1191.231,1185.149,1188.868,11057650.089300001
01.10.2018 19:00:00.000 GMT+0200,1188.859,1190.112,1187.749,1188.641,4512749.97
01.10.2018 23:00:00.000 GMT+0200,1188.628,1190.221,1188.419,1190.008,2239255.0705999997
02.10.2018 03:00:00.000 GMT+0200,1190.018,1192.971,1189.698,1192.568,5028149.9028
02.10.2018 07:00:00.000 GMT+0200,1192.561,1194.728,1191.331,1193.128,9416640.1625
02.10.2018 11:00:00.000 GMT+0200,1193.128,1198.038,1189.071,1197.899,10771670.103
02.10.2018 15:00:00.000 GMT+0200,1197.909,1208.211,1197.909,1203.859,15443099.9756
02.10.2018 19:00:00.000 GMT+0200,1203.859,1204.249,1201.358,1202.871,6620719.9096
02.10.2018 23:00:00.000 GMT+0200,1203.168,1207.539,1203.018,1205.998,2890560.0309
03.10.2018 03:00:00.000 GMT+0200,1206.008,1208.278,1205.438,1205.928,6664170.146
03.10.2018 07:00:00.000 GMT+0200,1205.928,1206.291,1202.238,1203.702,7225512.0276999995
03.10.2018 11:00:00.000 GMT+0200,1203.702,1205.119,1200.568,1202.441,9288400.0539
03.10.2018 15:00:00.000 GMT+0200,1202.412,1205.179,1197.798,1198.598,12368249.774
03.10.2018 19:00:00.000 GMT+0200,1198.578,1200.321,1196.766,1197.171,7596319.913899999
03.10.2018 23:00:00.000 GMT+0200,1197.478,1198.868,1197.252,1198.549,3061464.9058
04.10.2018 03:00:00.000 GMT+0200,1198.559,1198.581,1195.968,1196.589,5333030.104599999
04.10.2018 07:00:00.000 GMT+0200,1196.592,1200.971,1196.088,1199.218,10187799.692200001
04.10.2018 11:00:00.000 GMT+0200,1199.201,1204.218,1197.929,1203.319,11441849.946899999
04.10.2018 15:00:00.000 GMT+0200,1203.342,1206.702,1197.438,1198.238,15622799.873399999
04.10.2018 19:00:00.000 GMT+0200,1198.249,1200.602,1196.822,1199.721,7939459.92
04.10.2018 23:00:00.000 GMT+0200,1199.661,1200.282,1197.779,1198.928,2688785.0762
05.10.2018 03:00:00.000 GMT+0200,1198.929,1200.109,1197.958,1198.338,3219600.0219
05.10.2018 07:00:00.000 GMT+0200,1198.338,1199.721,1197.238,1199.091,6791149.854599999
05.10.2018 11:00:00.000 GMT+0200,1199.099,1204.761,1198.201,1204.281,10174679.9946
05.10.2018 15:00:00.000 GMT+0200,1204.281,1205.759,1200.268,1201.281,15542099.9528
05.10.2018 19:00:00.000 GMT+0200,1201.281,1204.018,1200.688,1202.691,5609079.9569999995
07.10.2018 23:00:00.000 GMT+0200,1203.038,1204.039,1202.178,1202.178,2192364.9907
08.10.2018 03:00:00.000 GMT+0200,1202.178,1202.178,1195.249,1196.868,6006164.968
08.10.2018 07:00:00.000 GMT+0200,1196.878,1197.239,1192.942,1194.431,7039289.951300001
08.10.2018 11:00:00.000 GMT+0200,1194.432,1195.038,1184.200,1186.019,8111430.0491
08.10.2018 15:00:00.000 GMT+0200,1186.018,1189.778,1182.542,1186.369,10456110.000599999
08.10.2018 19:00:00.000 GMT+0200,1186.368,1188.922,1184.778,1187.688,7519790.113
08.10.2018 23:00:00.000 GMT+0200,1188.238,1191.139,1187.871,1189.809,2951015.0552
09.10.2018 03:00:00.000 GMT+0200,1189.818,1191.838,1189.128,1191.282,4436279.952500001
09.10.2018 07:00:00.000 GMT+0200,1191.282,1191.539,1188.418,1189.908,8347499.966699999
09.10.2018 11:00:00.000 GMT+0200,1189.909,1189.979,1185.039,1186.469,8232550.1442
09.10.2018 15:00:00.000 GMT+0200,1186.469,1190.371,1183.258,1188.069,13982759.952599999
09.10.2018 19:00:00.000 GMT+0200,1188.068,1190.582,1187.038,1189.622,6799489.9749
09.10.2018 23:00:00.000 GMT+0200,1189.248,1190.449,1188.852,1190.328,2303139.9846
10.10.2018 03:00:00.000 GMT+0200,1190.339,1191.309,1188.688,1189.569,4467739.9993
10.10.2018 07:00:00.000 GMT+0200,1189.568,1191.008,1186.409,1186.628,7316280.0073
10.10.2018 11:00:00.000 GMT+0200,1186.619,1189.681,1185.308,1186.851,9062989.9502
10.10.2018 15:00:00.000 GMT+0200,1186.858,1190.228,1186.298,1190.021,14115849.7334
10.10.2018 19:00:00.000 GMT+0200,1190.022,1194.731,1189.141,1194.401,11609470.3674
10.10.2018 23:00:00.000 GMT+0200,1194.758,1195.081,1192.978,1193.098,3193260.0736
11.10.2018 03:00:00.000 GMT+0200,1193.158,1194.002,1191.229,1192.998,7307760.1194
11.10.2018 07:00:00.000 GMT+0200,1193.119,1198.448,1191.781,1198.111,10294860.0053
11.10.2018 11:00:00.000 GMT+0200,1198.111,1210.338,1197.541,1208.509,13743839.740799999
11.10.2018 15:00:00.000 GMT+0200,1208.498,1220.699,1205.051,1219.732,22561450.004699998
11.10.2018 19:00:00.000 GMT+0200,1219.731,1226.282,1219.621,1223.248,14997789.859800002
11.10.2018 23:00:00.000 GMT+0200,1224.029,1224.088,1220.089,1220.881,3321664.989
12.10.2018 03:00:00.000 GMT+0200,1220.881,1222.119,1217.611,1219.729,6829010.129
12.10.2018 07:00:00.000 GMT+0200,1219.718,1221.311,1215.798,1217.959,9233709.8122
12.10.2018 11:00:00.000 GMT+0200,1217.959,1223.589,1217.949,1218.909,9318200.111399999
12.10.2018 15:00:00.000 GMT+0200,1218.918,1222.858,1216.298,1219.822,15778690.3382
12.10.2018 19:00:00.000 GMT+0200,1219.822,1220.391,1217.228,1217.768,7853299.9754
14.10.2018 23:00:00.000 GMT+0200,1217.529,1221.568,1216.808,1220.908,3354120.0161
15.10.2018 03:00:00.000 GMT+0200,1220.908,1222.342,1220.299,1221.991,5384899.9739
15.10.2018 07:00:00.000 GMT+0200,1221.991,1230.499,1221.231,1230.389,8702119.9464
15.10.2018 11:00:00.000 GMT+0200,1230.389,1233.238,1228.549,1230.649,9036790.013300002
15.10.2018 15:00:00.000 GMT+0200,1230.548,1231.418,1224.198,1226.939,13523239.8509
15.10.2018 19:00:00.000 GMT+0200,1226.939,1227.349,1225.000,1226.568,6176669.9553
15.10.2018 23:00:00.000 GMT+0200,1226.768,1228.511,1226.479,1228.199,2464024.9908
16.10.2018 03:00:00.000 GMT+0200,1228.198,1228.499,1225.478,1225.918,6262819.886299999
16.10.2018 07:00:00.000 GMT+0200,1225.928,1230.152,1225.008,1228.789,9198130.011500001
16.10.2018 11:00:00.000 GMT+0200,1228.768,1232.302,1226.258,1230.101,6758989.9300999995
16.10.2018 15:00:00.000 GMT+0200,1230.102,1232.361,1227.329,1228.321,7912100.136299999
16.10.2018 19:00:00.000 GMT+0200,1228.322,1229.008,1223.401,1224.372,3562835.9914
16.10.2018 23:00:00.000 GMT+0200,1224.309,1225.772,1223.968,1225.091,1456499.9938
17.10.2018 03:00:00.000 GMT+0200,1225.092,1225.192,1221.538,1221.941,4891286.0155
17.10.2018 07:00:00.000 GMT+0200,1221.961,1228.048,1220.549,1227.122,6781540.0362
17.10.2018 11:00:00.000 GMT+0200,1227.152,1227.881,1224.928,1227.042,5983670.1155
17.10.2018 15:00:00.000 GMT+0200,1227.042,1229.451,1224.038,1224.459,11415649.8909
17.10.2018 19:00:00.000 GMT+0200,1224.449,1225.129,1221.899,1222.111,7505190.134099999
17.10.2018 23:00:00.000 GMT+0200,1221.948,1223.542,1221.468,1222.389,2275339.9611
18.10.2018 03:00:00.000 GMT+0200,1222.389,1224.101,1221.761,1223.452,4307410.001800001
18.10.2018 07:00:00.000 GMT+0200,1223.462,1223.752,1218.638,1223.172,7273297.965500001
18.10.2018 11:00:00.000 GMT+0200,1223.172,1226.272,1222.391,1223.408,7768490.0761
18.10.2018 15:00:00.000 GMT+0200,1223.408,1230.091,1221.059,1227.752,13494900.2265
18.10.2018 19:00:00.000 GMT+0200,1227.711,1227.901,1224.491,1225.451,9799389.7795
18.10.2018 23:00:00.000 GMT+0200,1225.548,1226.348,1225.121,1225.329,1898644.9837
19.10.2018 03:00:00.000 GMT+0200,1225.352,1228.712,1225.348,1227.371,5081260.085200001
19.10.2018 07:00:00.000 GMT+0200,1227.372,1229.461,1223.058,1226.442,7609849.9298
19.10.2018 11:00:00.000 GMT+0200,1226.391,1230.752,1225.989,1228.212,7290460.1097
19.10.2018 15:00:00.000 GMT+0200,1228.202,1229.171,1225.978,1227.309,11936039.9246
19.10.2018 19:00:00.000 GMT+0200,1227.351,1227.672,1225.479,1225.981,4532370.0607
21.10.2018 23:00:00.000 GMT+0200,1227.242,1229.551,1226.472,1227.132,2054064.9593
22.10.2018 03:00:00.000 GMT+0200,1227.138,1228.289,1226.168,1227.592,4637910.1276
22.10.2018 07:00:00.000 GMT+0200,1227.538,1228.099,1222.579,1223.389,6595644.8316
22.10.2018 11:00:00.000 GMT+0200,1223.388,1224.432,1221.388,1222.919,6137558.1026
22.10.2018 15:00:00.000 GMT+0200,1222.918,1223.588,1220.011,1222.168,9503280.043599999
22.10.2018 19:00:00.000 GMT+0200,1222.168,1223.592,1221.481,1221.838,4201519.9661
22.10.2018 23:00:00.000 GMT+0200,1221.811,1223.282,1221.691,1222.572,1906924.9332
23.10.2018 03:00:00.000 GMT+0200,1222.571,1224.432,1222.251,1223.869,4634240.0908
23.10.2018 07:00:00.000 GMT+0200,1223.872,1236.142,1223.661,1235.629,8948339.939199999
23.10.2018 11:00:00.000 GMT+0200,1235.629,1239.712,1233.649,1237.859,7429460.1678
23.10.2018 15:00:00.000 GMT+0200,1237.859,1239.211,1229.708,1230.988,10756201.8633
23.10.2018 19:00:00.000 GMT+0200,1230.989,1233.962,1229.778,1229.861,5434670.0012
23.10.2018 23:00:00.000 GMT+0200,1230.429,1232.208,1230.292,1231.028,1419835.031
24.10.2018 03:00:00.000 GMT+0200,1231.028,1233.559,1230.909,1231.881,4661790.0728
24.10.2018 07:00:00.000 GMT+0200,1231.882,1233.342,1229.511,1230.661,8398389.8162
24.10.2018 11:00:00.000 GMT+0200,1230.662,1231.528,1225.579,1229.201,5583490.073600001
24.10.2018 15:00:00.000 GMT+0200,1229.292,1233.052,1227.448,1227.728,10045109.9872
24.10.2018 19:00:00.000 GMT+0200,1227.728,1233.651,1227.318,1233.382,6850790.142999999
24.10.2018 23:00:00.000 GMT+0200,1234.168,1236.611,1233.031,1235.582,3026314.0202
25.10.2018 03:00:00.000 GMT+0200,1235.581,1237.832,1235.041,1236.878,4189489.9011
25.10.2018 07:00:00.000 GMT+0200,1236.878,1239.171,1230.068,1232.858,8320459.842700001
25.10.2018 11:00:00.000 GMT+0200,1232.859,1233.302,1230.582,1233.062,8061489.8204
25.10.2018 15:00:00.000 GMT+0200,1233.062,1235.382,1228.238,1230.031,11837580.204
25.10.2018 19:00:00.000 GMT+0200,1230.032,1232.231,1228.079,1231.868,6216894.984300001
25.10.2018 23:00:00.000 GMT+0200,1231.688,1233.088,1230.969,1231.088,3654844.9992
26.10.2018 03:00:00.000 GMT+0200,1231.088,1232.928,1230.008,1231.779,4865090.1317
26.10.2018 07:00:00.000 GMT+0200,1231.779,1237.809,1231.128,1237.338,7639800.190900001
26.10.2018 11:00:00.000 GMT+0200,1237.359,1238.511,1232.009,1233.298,7764460.0868
26.10.2018 15:00:00.000 GMT+0200,1233.298,1243.378,1230.853,1233.797,14462680.1014
26.10.2018 19:00:00.000 GMT+0200,1233.806,1235.886,1232.413,1233.333,10133179.8136
28.10.2018 23:00:00.000 GMT+0200,1233.547,1234.793,1231.726,1232.536,3735077.9176000003
29.10.2018 03:00:00.000 GMT+0200,1232.537,1235.383,1232.293,1233.053,6547909.975
29.10.2018 07:00:00.000 GMT+0200,1233.033,1233.927,1227.693,1229.137,7477515.8166000005
29.10.2018 11:00:00.000 GMT+0200,1229.196,1231.943,1227.626,1230.784,9038710.1172
29.10.2018 15:00:00.000 GMT+0200,1230.784,1231.727,1225.454,1226.643,10403039.932300001
29.10.2018 19:00:00.000 GMT+0200,1226.643,1230.666,1224.223,1229.216,9452940.1065
29.10.2018 23:00:00.000 GMT+0200,1229.896,1230.494,1228.636,1228.944,2781995.0282
30.10.2018 03:00:00.000 GMT+0200,1228.963,1229.277,1226.313,1227.724,5145249.9629
30.10.2018 07:00:00.000 GMT+0200,1227.724,1228.754,1222.474,1223.847,6811480.045299999
30.10.2018 11:00:00.000 GMT+0200,1223.846,1224.660,1219.850,1224.330,7371716.9762
30.10.2018 15:00:00.000 GMT+0200,1224.430,1226.483,1222.253,1223.693,9509680.0328
30.10.2018 19:00:00.000 GMT+0200,1223.753,1224.323,1222.263,1222.793,6916910.052300001
30.10.2018 23:00:00.000 GMT+0200,1223.010,1223.193,1220.960,1221.290,2328720.0629000003
31.10.2018 03:00:00.000 GMT+0200,1221.270,1221.503,1215.390,1216.670,3666540.8909
31.10.2018 07:00:00.000 GMT+0200,1216.730,1218.610,1214.620,1217.433,6788580.000399999
31.10.2018 11:00:00.000 GMT+0200,1217.433,1218.663,1215.000,1216.150,7517035.1267
31.10.2018 15:00:00.000 GMT+0200,1216.150,1217.250,1211.800,1215.143,10641630.1728
31.10.2018 19:00:00.000 GMT+0200,1215.143,1216.793,1212.453,1214.443,6181899.905200001
31.10.2018 23:00:00.000 GMT+0200,1214.990,1217.233,1214.593,1216.260,3217765.063
01.11.2018 03:00:00.000 GMT+0200,1216.273,1218.380,1215.790,1218.310,5445430.0403
01.11.2018 07:00:00.000 GMT+0200,1218.310,1226.608,1217.433,1225.738,8486340.0459
01.11.2018 11:00:00.000 GMT+0200,1225.728,1230.568,1222.335,1229.058,9006819.8442
01.11.2018 15:00:00.000 GMT+0200,1229.055,1234.168,1228.025,1233.938,10925460.1001
01.11.2018 19:00:00.000 GMT+0200,1233.938,1237.328,1232.585,1232.978,6261440.0387
01.11.2018 23:00:00.000 GMT+0200,1233.765,1234.308,1232.208,1232.838,2871879.965
02.11.2018 03:00:00.000 GMT+0200,1232.828,1234.358,1231.108,1233.018,7477540.0162
02.11.2018 07:00:00.000 GMT+0200,1233.075,1235.808,1230.828,1233.545,9014280.0808
02.11.2018 11:00:00.000 GMT+0200,1233.565,1236.348,1230.078,1230.865,11995588.779399998
02.11.2018 15:00:00.000 GMT+0200,1230.795,1236.318,1229.665,1232.398,12110079.8846
02.11.2018 19:00:00.000 GMT+0200,1232.398,1233.425,1230.905,1232.625,2786710.024
05.11.2018 00:00:00.000 GMT+0200,1232.598,1235.048,1232.198,1233.125,3754729.9862
05.11.2018 04:00:00.000 GMT+0200,1233.125,1233.508,1231.165,1231.655,5072649.8961
05.11.2018 08:00:00.000 GMT+0200,1231.645,1234.288,1230.538,1231.555,6462419.9868
05.11.2018 12:00:00.000 GMT+0200,1231.555,1232.598,1226.798,1228.668,5943730.1158
05.11.2018 16:00:00.000 GMT+0200,1228.668,1233.185,1228.118,1229.998,6195319.9506
05.11.2018 20:00:00.000 GMT+0200,1229.998,1231.675,1228.975,1231.145,1720314.9795
06.11.2018 00:00:00.000 GMT+0200,1231.438,1231.748,1229.978,1230.478,4319880.0087
06.11.2018 04:00:00.000 GMT+0200,1230.475,1230.635,1228.598,1229.988,4437089.9796
06.11.2018 08:00:00.000 GMT+0200,1229.988,1235.235,1229.538,1233.935,5575720.0122
06.11.2018 12:00:00.000 GMT+0200,1233.935,1235.868,1232.945,1233.455,7068675.9949
06.11.2018 16:00:00.000 GMT+0200,1233.445,1234.018,1225.118,1225.975,6434331.893999999
06.11.2018 20:00:00.000 GMT+0200,1225.985,1227.208,1223.418,1226.515,2376210.0636
07.11.2018 00:00:00.000 GMT+0200,1226.838,1232.098,1222.945,1226.845,8888220.071800001
07.11.2018 04:00:00.000 GMT+0200,1226.845,1230.335,1224.075,1228.858,11682130.0984
07.11.2018 08:00:00.000 GMT+0200,1228.858,1234.148,1227.705,1233.465,9219540.1192
07.11.2018 12:00:00.000 GMT+0200,1233.488,1236.418,1228.345,1228.555,7396336.9131000005
07.11.2018 16:00:00.000 GMT+0200,1228.545,1229.948,1226.308,1228.508,6805895.0901
07.11.2018 20:00:00.000 GMT+0200,1228.508,1228.588,1225.188,1226.085,2398579.9848999996
08.11.2018 00:00:00.000 GMT+0200,1226.358,1227.035,1224.875,1226.458,3717490.0174000002
08.11.2018 04:00:00.000 GMT+0200,1226.448,1226.565,1222.718,1224.615,7797519.803
08.11.2018 08:00:00.000 GMT+0200,1224.535,1225.935,1221.368,1222.758,10096019.9832
08.11.2018 12:00:00.000 GMT+0200,1222.768,1226.165,1220.028,1222.145,6471841.096900001
08.11.2018 16:00:00.000 GMT+0200,1222.145,1225.598,1221.468,1223.115,11236510.217199998
08.11.2018 20:00:00.000 GMT+0200,1223.125,1226.888,1220.835,1223.245,4728024.0357
09.11.2018 00:00:00.000 GMT+0200,1223.438,1223.555,1220.805,1221.185,3963899.9700999996
09.11.2018 04:00:00.000 GMT+0200,1221.175,1221.265,1217.755,1220.025,3607159.9721999997
09.11.2018 08:00:00.000 GMT+0200,1220.045,1221.675,1218.338,1220.155,5727950.0365
09.11.2018 12:00:00.000 GMT+0200,1220.148,1220.885,1210.688,1212.005,6910308.003400001
09.11.2018 16:00:00.000 GMT+0200,1211.995,1213.398,1206.635,1208.125,13007488.012200002
09.11.2018 20:00:00.000 GMT+0200,1208.208,1210.008,1207.518,1209.635,2551960.0511
12.11.2018 00:00:00.000 GMT+0200,1208.925,1211.248,1208.868,1210.478,3130029.9763
12.11.2018 04:00:00.000 GMT+0200,1210.428,1211.395,1207.805,1208.355,2939350.0387
