Local time,Open,High,Low,Close,Volume
25.11.2019 12:00:00.000 GMT+0200,1459.285,1459.825,1453.995,1455.975,7012860.0597
25.11.2019 16:00:00.000 GMT+0200,1455.985,1460.708,1455.015,1456.265,11921200.1562
25.11.2019 20:00:00.000 GMT+0200,1456.255,1457.795,1454.305,1454.865,3891325.0565
26.11.2019 00:00:00.000 GMT+0200,1454.638,1455.338,1451.575,1453.585,3152489.9005
26.11.2019 04:00:00.000 GMT+0200,1453.568,1456.275,1453.265,1455.735,4713959.9919
26.11.2019 08:00:00.000 GMT+0200,1455.738,1459.105,1454.828,1457.385,7451439.9766999995
26.11.2019 12:00:00.000 GMT+0200,1457.375,1458.875,1453.605,1455.448,6283950.0309
26.11.2019 16:00:00.000 GMT+0200,1455.448,1462.685,1450.000,1460.048,15723520.517400002
26.11.2019 20:00:00.000 GMT+0200,1460.048,1462.848,1459.128,1460.945,5488630.056299999
27.11.2019 00:00:00.000 GMT+0200,1461.098,1461.765,1459.485,1459.668,2266200.006
27.11.2019 04:00:00.000 GMT+0200,1459.655,1460.055,1457.855,1458.875,2500649.9886000003
27.11.2019 08:00:00.000 GMT+0200,1458.945,1460.225,1457.938,1458.915,4223429.9183
27.11.2019 12:00:00.000 GMT+0200,1458.895,1460.185,1453.738,1455.105,7885690.092999999
27.11.2019 16:00:00.000 GMT+0200,1455.095,1456.525,1452.535,1455.965,11911029.8156
27.11.2019 20:00:00.000 GMT+0200,1455.985,1455.988,1453.525,1454.025,4486694.9618
28.11.2019 00:00:00.000 GMT+0200,1454.458,1458.208,1454.228,1457.155,2785279.9893
28.11.2019 04:00:00.000 GMT+0200,1457.175,1457.448,1455.568,1456.945,2569679.9606
28.11.2019 08:00:00.000 GMT+0200,1456.945,1458.195,1455.365,1456.955,5881040.036799999
28.11.2019 12:00:00.000 GMT+0200,1456.935,1457.565,1454.728,1456.485,4232808.0535
28.11.2019 16:00:00.000 GMT+0200,1456.485,1456.515,1454.195,1455.765,3568310.0223999997
28.11.2019 20:00:00.000 GMT+0200,1455.448,1455.448,1455.388,1455.388,440
29.11.2019 00:00:00.000 GMT+0200,1455.588,1457.225,1454.978,1457.015,1831714.0341
29.11.2019 04:00:00.000 GMT+0200,1457.025,1459.185,1456.725,1458.358,2133050.0245000003
29.11.2019 08:00:00.000 GMT+0200,1458.358,1459.105,1455.685,1456.135,5301286.9954
29.11.2019 12:00:00.000 GMT+0200,1456.145,1456.925,1453.115,1453.465,6017548.0843
29.11.2019 16:00:00.000 GMT+0200,1453.425,1466.528,1453.165,1463.885,15683549.8809
29.11.2019 20:00:00.000 GMT+0200,1463.885,1464.648,1462.838,1463.448,846319.9972
02.12.2019 00:00:00.000 GMT+0200,1464.048,1464.078,1459.915,1460.535,2710719.943
02.12.2019 04:00:00.000 GMT+0200,1460.555,1460.785,1458.775,1459.545,2429959.9827
02.12.2019 08:00:00.000 GMT+0200,1459.545,1460.368,1453.885,1455.795,9485587.0009
02.12.2019 12:00:00.000 GMT+0200,1455.775,1461.588,1455.475,1458.605,9727470.1595
02.12.2019 16:00:00.000 GMT+0200,1458.605,1465.268,1457.095,1463.508,21398894.0717
02.12.2019 20:00:00.000 GMT+0200,1463.498,1464.978,1461.865,1462.055,6439715.0575
03.12.2019 00:00:00.000 GMT+0200,1462.198,1463.848,1461.208,1462.815,3262340.0092
03.12.2019 04:00:00.000 GMT+0200,1462.815,1463.048,1460.335,1460.995,3312590.003
03.12.2019 08:00:00.000 GMT+0200,1460.995,1466.858,1459.768,1466.028,8339390.0395
03.12.2019 12:00:00.000 GMT+0200,1466.058,1475.128,1464.835,1474.248,14052559.6142
03.12.2019 16:00:00.000 GMT+0200,1474.228,1481.718,1473.698,1478.848,23475789.785299998
03.12.2019 20:00:00.000 GMT+0200,1478.808,1479.618,1476.688,1477.115,7235494.7328
04.12.2019 00:00:00.000 GMT+0200,1476.928,1478.748,1475.758,1477.855,3741840.0646
04.12.2019 04:00:00.000 GMT+0200,1477.855,1481.015,1477.185,1479.985,4403299.9277
04.12.2019 08:00:00.000 GMT+0200,1479.975,1483.988,1472.665,1474.245,9487509.9659
04.12.2019 12:00:00.000 GMT+0200,1474.245,1481.778,1473.695,1477.525,12820210.0993
04.12.2019 16:00:00.000 GMT+0200,1477.508,1478.448,1471.365,1473.968,19890190.362999998
04.12.2019 20:00:00.000 GMT+0200,1473.925,1475.275,1472.995,1474.285,6291390.0018
05.12.2019 00:00:00.000 GMT+0200,1474.488,1476.345,1473.688,1475.818,2972040.0572
05.12.2019 04:00:00.000 GMT+0200,1475.815,1478.028,1474.965,1477.695,2940860.0032
05.12.2019 08:00:00.000 GMT+0200,1477.675,1478.208,1473.469,1474.095,8263440.0725
05.12.2019 12:00:00.000 GMT+0200,1474.145,1478.588,1473.105,1474.175,10025819.8977
05.12.2019 16:00:00.000 GMT+0200,1474.175,1480.308,1472.855,1479.058,16936069.9653
05.12.2019 20:00:00.000 GMT+0200,1479.065,1479.148,1475.065,1475.685,7317524.91
06.12.2019 00:00:00.000 GMT+0200,1475.578,1476.385,1474.935,1476.045,1645700.0225
06.12.2019 04:00:00.000 GMT+0200,1476.045,1476.245,1474.888,1475.180,1334650.0099
06.12.2019 08:00:00.000 GMT+0200,1475.180,1475.388,1471.385,1474.735,6517745.9716
06.12.2019 12:00:00.000 GMT+0200,1474.745,1479.788,1464.925,1467.818,8676688.1347
06.12.2019 16:00:00.000 GMT+0200,1467.818,1467.988,1458.635,1461.368,17051130.2948
06.12.2019 20:00:00.000 GMT+0200,1461.328,1461.888,1459.195,1459.785,3653115.0341
09.12.2019 00:00:00.000 GMT+0200,1459.418,1461.505,1458.548,1460.335,2901870.0719
09.12.2019 04:00:00.000 GMT+0200,1460.345,1461.168,1459.015,1460.695,2116350.0249
09.12.2019 08:00:00.000 GMT+0200,1460.695,1463.118,1460.165,1462.185,5434739.9473
09.12.2019 12:00:00.000 GMT+0200,1462.195,1465.318,1461.925,1464.168,6519749.9394000005
09.12.2019 16:00:00.000 GMT+0200,1464.198,1464.798,1459.775,1459.855,8166239.8577000005
09.12.2019 20:00:00.000 GMT+0200,1459.888,1462.008,1459.085,1461.245,4510215.073799999
10.12.2019 00:00:00.000 GMT+0200,1461.348,1462.025,1460.465,1460.978,1708010.0178
10.12.2019 04:00:00.000 GMT+0200,1460.988,1462.705,1460.078,1461.298,1560549.9893
10.12.2019 08:00:00.000 GMT+0200,1461.298,1465.188,1459.965,1464.285,7893629.9085
10.12.2019 12:00:00.000 GMT+0200,1464.285,1467.958,1463.678,1466.955,10567939.8776
10.12.2019 16:00:00.000 GMT+0200,1466.965,1469.128,1462.298,1463.125,16158029.5563
10.12.2019 20:00:00.000 GMT+0200,1463.145,1465.675,1462.788,1463.745,4627689.9577
11.12.2019 00:00:00.000 GMT+0200,1463.838,1464.995,1463.238,1464.145,1580199.9867
11.12.2019 04:00:00.000 GMT+0200,1464.125,1464.228,1462.945,1463.055,1419490.0095
11.12.2019 08:00:00.000 GMT+0200,1463.045,1467.288,1462.598,1467.008,7338745.7728
11.12.2019 12:00:00.000 GMT+0200,1467.015,1468.178,1465.135,1466.995,8421250.105
11.12.2019 16:00:00.000 GMT+0200,1466.998,1472.808,1466.408,1470.338,15301579.9523
11.12.2019 20:00:00.000 GMT+0200,1470.325,1478.848,1467.118,1474.365,17754655.1823
12.12.2019 00:00:00.000 GMT+0200,1474.618,1475.605,1474.048,1474.295,2185979.9921
12.12.2019 04:00:00.000 GMT+0200,1474.298,1475.545,1474.295,1474.575,1890139.9673000001
12.12.2019 08:00:00.000 GMT+0200,1474.575,1474.908,1472.015,1473.375,4469810.009000001
12.12.2019 12:00:00.000 GMT+0200,1473.375,1483.758,1473.165,1482.728,11096544.0274
12.12.2019 16:00:00.000 GMT+0200,1482.748,1486.708,1464.565,1467.708,24159260.272999994
12.12.2019 20:00:00.000 GMT+0200,1467.708,1470.235,1463.778,1469.455,14722839.951499999
13.12.2019 00:00:00.000 GMT+0200,1467.728,1469.935,1461.648,1468.595,6201009.9887
13.12.2019 04:00:00.000 GMT+0200,1468.585,1469.585,1466.885,1467.848,3660109.9968000003
13.12.2019 08:00:00.000 GMT+0200,1467.858,1473.288,1465.695,1471.348,14173350.0958
13.12.2019 12:00:00.000 GMT+0200,1471.345,1475.408,1468.215,1468.295,12502100.348500002
13.12.2019 16:00:00.000 GMT+0200,1468.228,1477.845,1465.258,1474.688,37000460.14790001
13.12.2019 20:00:00.000 GMT+0200,1474.688,1477.968,1474.488,1475.455,6893592.119200001
16.12.2019 00:00:00.000 GMT+0200,1475.098,1476.238,1473.108,1474.325,2152669.9663
16.12.2019 04:00:00.000 GMT+0200,1474.325,1476.295,1474.085,1476.145,2761379.9573
16.12.2019 08:00:00.000 GMT+0200,1476.135,1478.675,1474.438,1477.428,7161080.0028
16.12.2019 12:00:00.000 GMT+0200,1477.438,1479.228,1475.855,1477.855,6735900.104
16.12.2019 16:00:00.000 GMT+0200,1477.848,1479.848,1473.900,1475.085,11550215.8404
16.12.2019 20:00:00.000 GMT+0200,1475.085,1476.748,1474.758,1475.815,5087300.002600001
17.12.2019 00:00:00.000 GMT+0200,1475.798,1476.215,1474.328,1474.928,2101759.9403999997
17.12.2019 04:00:00.000 GMT+0200,1474.918,1477.585,1474.808,1476.935,2809809.9829
17.12.2019 08:00:00.000 GMT+0200,1476.948,1479.365,1475.915,1478.508,5456870.1981999995
17.12.2019 12:00:00.000 GMT+0200,1478.508,1480.488,1474.745,1476.195,7473299.9801
17.12.2019 16:00:00.000 GMT+0200,1476.205,1478.458,1474.135,1477.075,10253219.9621
17.12.2019 20:00:00.000 GMT+0200,1477.075,1477.368,1475.045,1475.765,4469434.9469
18.12.2019 00:00:00.000 GMT+0200,1475.698,1476.258,1474.958,1475.965,960189.9981
18.12.2019 04:00:00.000 GMT+0200,1475.968,1477.155,1475.725,1476.975,1367960.006
18.12.2019 08:00:00.000 GMT+0200,1476.975,1479.248,1476.518,1478.755,5891659.9155
18.12.2019 12:00:00.000 GMT+0200,1478.755,1479.205,1470.405,1472.315,9187634.1701
18.12.2019 16:00:00.000 GMT+0200,1472.305,1478.373,1471.625,1474.645,13837260.007900001
18.12.2019 20:00:00.000 GMT+0200,1474.648,1476.008,1474.035,1474.305,3738104.9989999994
19.12.2019 00:00:00.000 GMT+0200,1475.128,1477.398,1474.588,1477.198,1730020.0165
19.12.2019 04:00:00.000 GMT+0200,1477.198,1477.908,1476.165,1476.175,2249679.9825999998
19.12.2019 08:00:00.000 GMT+0200,1476.175,1476.905,1473.205,1474.155,6416819.9301
19.12.2019 12:00:00.000 GMT+0200,1474.125,1477.428,1473.215,1476.278,7213660.0017
19.12.2019 16:00:00.000 GMT+0200,1476.278,1480.108,1474.218,1479.828,11984919.7863
19.12.2019 20:00:00.000 GMT+0200,1479.758,1481.668,1478.345,1478.425,5037679.9404
20.12.2019 00:00:00.000 GMT+0200,1478.678,1479.475,1477.975,1478.318,1775210.0229
20.12.2019 04:00:00.000 GMT+0200,1478.318,1479.355,1477.868,1479.105,1326719.9992
20.12.2019 08:00:00.000 GMT+0200,1479.105,1479.615,1477.000,1478.245,4034394.9496999998
20.12.2019 12:00:00.000 GMT+0200,1478.225,1480.628,1477.000,1480.008,6688042.8791000005
20.12.2019 16:00:00.000 GMT+0200,1480.088,1480.908,1475.768,1477.275,9079508.8411
20.12.2019 20:00:00.000 GMT+0200,1477.275,1478.348,1476.858,1477.785,2511654.973
23.12.2019 00:00:00.000 GMT+0200,1478.128,1479.685,1477.425,1479.598,1398723.0062
23.12.2019 04:00:00.000 GMT+0200,1479.598,1481.625,1479.168,1481.088,1658890.0239000001
23.12.2019 08:00:00.000 GMT+0200,1481.095,1485.155,1480.968,1484.925,5616423.0108
23.12.2019 12:00:00.000 GMT+0200,1484.915,1485.185,1480.485,1483.218,7703332.9011
23.12.2019 16:00:00.000 GMT+0200,1483.218,1484.848,1481.718,1483.898,9387890.1004
23.12.2019 20:00:00.000 GMT+0200,1483.898,1486.058,1483.845,1485.285,3486427.0389
24.12.2019 00:00:00.000 GMT+0200,1485.178,1487.515,1484.298,1487.515,1716790.0205
24.12.2019 04:00:00.000 GMT+0200,1487.528,1490.785,1487.185,1490.215,4171529.9636000004
24.12.2019 08:00:00.000 GMT+0200,1490.205,1492.898,1489.318,1490.935,5322849.9888
24.12.2019 12:00:00.000 GMT+0200,1490.908,1492.415,1488.728,1490.155,6447359.9196
24.12.2019 16:00:00.000 GMT+0200,1490.208,1500.465,1490.058,1499.548,12565079.9274
24.12.2019 20:00:00.000 GMT+0200,1499.548,1499.908,1498.165,1498.445,587559.998
25.12.2019 00:00:00.000 GMT+0200,1498.445,1498.445,1498.445,1498.445,0
25.12.2019 04:00:00.000 GMT+0200,1498.445,1498.445,1498.445,1498.445,0
25.12.2019 08:00:00.000 GMT+0200,1498.445,1498.445,1498.445,1498.445,0
25.12.2019 12:00:00.000 GMT+0200,1498.445,1498.445,1498.445,1498.445,0
25.12.2019 16:00:00.000 GMT+0200,1498.445,1498.445,1498.445,1498.445,0
25.12.2019 20:00:00.000 GMT+0200,1498.445,1498.445,1498.445,1498.445,0
26.12.2019 00:00:00.000 GMT+0200,1499.358,1501.285,1497.215,1501.225,2736779.9879
26.12.2019 04:00:00.000 GMT+0200,1501.285,1505.498,1501.188,1504.428,5512529.9096
26.12.2019 08:00:00.000 GMT+0200,1504.438,1504.698,1502.645,1504.095,4724409.9974
26.12.2019 12:00:00.000 GMT+0200,1504.115,1508.258,1503.388,1507.748,7180169.9399999995
26.12.2019 16:00:00.000 GMT+0200,1507.748,1512.548,1506.588,1508.545,11345610.1418
26.12.2019 20:00:00.000 GMT+0200,1508.565,1512.358,1508.245,1511.005,6175939.9772
27.12.2019 00:00:00.000 GMT+0200,1511.158,1511.558,1509.108,1510.445,3110409.9751
27.12.2019 04:00:00.000 GMT+0200,1510.445,1513.898,1509.628,1510.328,5051499.9628
27.12.2019 08:00:00.000 GMT+0200,1510.338,1511.888,1507.288,1511.805,8420740.2468
27.12.2019 12:00:00.000 GMT+0200,1511.815,1512.398,1508.688,1510.425,8516440.0339
27.12.2019 16:00:00.000 GMT+0200,1510.425,1515.268,1509.348,1514.095,12888130.1881
27.12.2019 20:00:00.000 GMT+0200,1514.085,1514.095,1510.015,1510.775,6199219.912299999
30.12.2019 00:00:00.000 GMT+0200,1511.458,1515.035,1510.998,1514.135,3331859.9463
30.12.2019 04:00:00.000 GMT+0200,1514.128,1515.738,1513.468,1515.148,4009550.0947
30.12.2019 08:00:00.000 GMT+0200,1515.148,1515.265,1512.355,1512.965,6407860.0407
30.12.2019 12:00:00.000 GMT+0200,1512.928,1513.455,1510.715,1512.415,6625770.092
30.12.2019 16:00:00.000 GMT+0200,1512.415,1516.048,1512.155,1515.055,13153849.839999998
30.12.2019 20:00:00.000 GMT+0200,1515.058,1515.908,1514.425,1514.805,3740164.9951000004
31.12.2019 00:00:00.000 GMT+0200,1514.568,1521.935,1514.478,1521.225,3186830.0438
31.12.2019 04:00:00.000 GMT+0200,1521.225,1524.068,1520.715,1523.265,3558260.0236
31.12.2019 08:00:00.000 GMT+0200,1523.265,1525.235,1522.688,1523.628,5507829.9642
31.12.2019 12:00:00.000 GMT+0200,1523.648,1524.148,1519.798,1520.745,8941880.106999999
31.12.2019 16:00:00.000 GMT+0200,1520.745,1524.798,1516.515,1522.658,19413940.1913
31.12.2019 20:00:00.000 GMT+0200,1522.648,1522.848,1516.685,1516.915,6300809.9496
01.01.2020 00:00:00.000 GMT+0200,1516.915,1516.915,1516.915,1516.915,0
01.01.2020 04:00:00.000 GMT+0200,1516.915,1516.915,1516.915,1516.915,0
01.01.2020 08:00:00.000 GMT+0200,1516.915,1516.915,1516.915,1516.915,0
01.01.2020 12:00:00.000 GMT+0200,1516.915,1516.915,1516.915,1516.915,0
01.01.2020 16:00:00.000 GMT+0200,1516.915,1516.915,1516.915,1516.915,0
01.01.2020 20:00:00.000 GMT+0200,1516.915,1516.915,1516.915,1516.915,0
02.01.2020 00:00:00.000 GMT+0200,1518.768,1521.068,1517.115,1519.365,2665659.9641
02.01.2020 04:00:00.000 GMT+0200,1519.345,1521.135,1518.335,1520.185,2449310.0346
02.01.2020 08:00:00.000 GMT+0200,1520.185,1521.375,1518.395,1520.625,7702019.9299
02.01.2020 12:00:00.000 GMT+0200,1520.655,1528.978,1519.588,1527.998,8090719.9383000005
02.01.2020 16:00:00.000 GMT+0200,1528.008,1531.328,1522.715,1525.208,16935030.222
02.01.2020 20:00:00.000 GMT+0200,1525.205,1528.948,1524.848,1528.825,6671234.9653
03.01.2020 00:00:00.000 GMT+0200,1528.568,1535.748,1527.848,1534.848,2711299.9856000002
03.01.2020 04:00:00.000 GMT+0200,1534.928,1543.768,1532.535,1541.378,10962010.026
03.01.2020 08:00:00.000 GMT+0200,1541.398,1550.345,1540.108,1546.765,14285645.7234
03.01.2020 12:00:00.000 GMT+0200,1546.835,1551.445,1540.848,1546.228,14031819.820500001
03.01.2020 16:00:00.000 GMT+0200,1546.288,1550.988,1544.048,1548.808,19945400.4765
03.01.2020 20:00:00.000 GMT+0200,1548.738,1553.515,1546.158,1551.515,11249465.107900001
06.01.2020 00:00:00.000 GMT+0200,1559.735,1585.625,1559.735,1577.698,11455524.9214
06.01.2020 04:00:00.000 GMT+0200,1577.678,1579.455,1573.445,1574.915,8662119.6271
06.01.2020 08:00:00.000 GMT+0200,1574.905,1577.975,1570.145,1577.215,14613120.079
06.01.2020 12:00:00.000 GMT+0200,1577.215,1579.278,1571.388,1574.185,10036149.978600001
06.01.2020 16:00:00.000 GMT+0200,1574.195,1576.608,1560.755,1564.465,19499920.1298
06.01.2020 20:00:00.000 GMT+0200,1564.475,1568.468,1562.935,1565.445,9413212.865500001
07.01.2020 00:00:00.000 GMT+0200,1565.108,1565.625,1556.445,1557.805,3533420.0859000003
07.01.2020 04:00:00.000 GMT+0200,1557.825,1562.925,1555.248,1562.425,7932969.9278
07.01.2020 08:00:00.000 GMT+0200,1562.445,1570.845,1562.295,1566.135,14706859.8271
07.01.2020 12:00:00.000 GMT+0200,1566.095,1569.525,1563.805,1568.085,11101346.9696
07.01.2020 16:00:00.000 GMT+0200,1568.085,1573.085,1565.448,1571.835,23383420.2289
07.01.2020 20:00:00.000 GMT+0200,1571.835,1577.248,1569.498,1573.945,9644094.944
08.01.2020 00:00:00.000 GMT+0200,1575.238,1611.325,1573.488,1593.365,17023689.7469
08.01.2020 04:00:00.000 GMT+0200,1593.288,1595.338,1583.538,1594.428,18984369.516400002
08.01.2020 08:00:00.000 GMT+0200,1594.335,1595.105,1579.185,1583.645,17683990.0017
08.01.2020 12:00:00.000 GMT+0200,1583.665,1584.765,1568.038,1576.678,18474214.7922
08.01.2020 16:00:00.000 GMT+0200,1576.668,1578.258,1552.568,1561.878,26386305.332099997
08.01.2020 20:00:00.000 GMT+0200,1561.828,1562.208,1552.178,1556.095,11695119.9174
09.01.2020 00:00:00.000 GMT+0200,1556.528,1561.285,1553.735,1559.675,5022539.9733
09.01.2020 04:00:00.000 GMT+0200,1559.685,1560.795,1554.985,1555.265,4867299.8548
09.01.2020 08:00:00.000 GMT+0200,1555.258,1555.805,1540.105,1546.285,16521749.973300003
09.01.2020 12:00:00.000 GMT+0200,1546.285,1556.488,1545.515,1549.785,11812209.784899998
09.01.2020 16:00:00.000 GMT+0200,1549.765,1552.558,1544.745,1549.188,12733170.0326
09.01.2020 20:00:00.000 GMT+0200,1549.188,1555.028,1549.188,1551.685,5375415.0271
10.01.2020 00:00:00.000 GMT+0200,1552.198,1553.648,1547.418,1547.918,2768559.9327
10.01.2020 04:00:00.000 GMT+0200,1547.915,1549.238,1545.665,1548.335,3480342.0305999997
10.01.2020 08:00:00.000 GMT+0200,1548.325,1552.368,1546.185,1548.245,7551550.0307
10.01.2020 12:00:00.000 GMT+0200,1548.235,1556.528,1546.768,1548.625,10249229.9676
10.01.2020 16:00:00.000 GMT+0200,1548.635,1560.995,1547.665,1559.348,19203880.071599998
10.01.2020 20:00:00.000 GMT+0200,1559.368,1563.008,1557.785,1561.785,7464584.9465
13.01.2020 00:00:00.000 GMT+0200,1561.318,1561.318,1554.235,1556.675,2571766.0487
13.01.2020 04:00:00.000 GMT+0200,1556.695,1557.565,1554.905,1555.095,3580990.0462999996
13.01.2020 08:00:00.000 GMT+0200,1555.095,1555.445,1546.408,1547.905,10067969.9183
13.01.2020 12:00:00.000 GMT+0200,1547.875,1556.048,1547.845,1554.638,8225449.9197
13.01.2020 16:00:00.000 GMT+0200,1554.628,1555.205,1548.578,1549.628,15685400.2475
13.01.2020 20:00:00.000 GMT+0200,1549.645,1550.408,1547.455,1547.475,4877085.0896000005
14.01.2020 00:00:00.000 GMT+0200,1547.848,1548.728,1535.828,1537.555,6371329.9036
14.01.2020 04:00:00.000 GMT+0200,1537.555,1540.505,1536.058,1537.875,6513037.92
14.01.2020 08:00:00.000 GMT+0200,1537.875,1545.868,1536.268,1543.995,9999160.0513
14.01.2020 12:00:00.000 GMT+0200,1543.998,1546.638,1541.968,1544.065,12100370.0495
14.01.2020 16:00:00.000 GMT+0200,1544.085,1546.965,1540.868,1543.475,16845880.0315
14.01.2020 20:00:00.000 GMT+0200,1543.465,1548.745,1542.848,1545.665,13325140.059
15.01.2020 00:00:00.000 GMT+0200,1546.258,1549.995,1545.818,1547.248,3860700.0113000004
15.01.2020 04:00:00.000 GMT+0200,1547.158,1553.305,1547.118,1553.165,5285179.018999999
15.01.2020 08:00:00.000 GMT+0200,1553.165,1554.205,1550.228,1553.165,7788580.0601
15.01.2020 12:00:00.000 GMT+0200,1553.185,1554.768,1546.888,1554.698,14551788.3301
15.01.2020 16:00:00.000 GMT+0200,1554.598,1556.958,1548.655,1553.938,20678635.5973
15.01.2020 20:00:00.000 GMT+0200,1553.848,1558.148,1552.988,1555.775,14637029.5286
16.01.2020 00:00:00.000 GMT+0200,1556.298,1558.035,1554.838,1556.358,2846630.0368
16.01.2020 04:00:00.000 GMT+0200,1556.288,1557.065,1551.445,1551.665,4235499.918500001
16.01.2020 08:00:00.000 GMT+0200,1551.645,1555.608,1551.555,1554.805,6901789.903700001
16.01.2020 12:00:00.000 GMT+0200,1554.805,1557.415,1552.425,1554.245,8631180.048
16.01.2020 16:00:00.000 GMT+0200,1554.235,1555.468,1547.975,1551.468,16294494.986599999
16.01.2020 20:00:00.000 GMT+0200,1551.468,1554.115,1549.355,1551.965,7091470.122400001
17.01.2020 00:00:00.000 GMT+0200,1552.398,1553.495,1549.295,1553.115,2775689.9595
17.01.2020 04:00:00.000 GMT+0200,1553.115,1556.855,1551.948,1555.565,4059079.9748
17.01.2020 08:00:00.000 GMT+0200,1555.595,1556.968,1554.045,1555.415,5505650.043500001
17.01.2020 12:00:00.000 GMT+0200,1555.438,1560.688,1554.245,1555.365,9112750.0534
17.01.2020 16:00:00.000 GMT+0200,1555.355,1560.128,1554.005,1559.728,13987679.4815
17.01.2020 20:00:00.000 GMT+0200,1559.728,1561.155,1556.205,1556.945,4717484.891400001
20.01.2020 00:00:00.000 GMT+0200,1557.128,1559.015,1556.268,1557.565,2207720.0412
20.01.2020 04:00:00.000 GMT+0200,1557.565,1562.188,1556.865,1561.835,2197249.9788
20.01.2020 08:00:00.000 GMT+0200,1561.755,1562.705,1559.205,1560.338,4860329.866400001
20.01.2020 12:00:00.000 GMT+0200,1560.348,1560.888,1558.198,1560.308,4009030.0441000005
20.01.2020 16:00:00.000 GMT+0200,1560.285,1561.155,1559.265,1560.478,4208930.0155
20.01.2020 20:00:00.000 GMT+0200,1560.478,1560.478,1560.478,1560.478,0
21.01.2020 00:00:00.000 GMT+0200,1560.708,1567.855,1559.755,1566.505,3732889.8907000003
21.01.2020 04:00:00.000 GMT+0200,1566.435,1568.508,1564.498,1565.615,6211200.0585
21.01.2020 08:00:00.000 GMT+0200,1565.615,1567.148,1552.545,1555.785,12241477.250999998
21.01.2020 12:00:00.000 GMT+0200,1555.775,1557.798,1550.688,1553.238,15482903.0036
21.01.2020 16:00:00.000 GMT+0200,1553.235,1558.685,1546.238,1557.008,17146854.8774
21.01.2020 20:00:00.000 GMT+0200,1557.018,1559.945,1554.348,1557.855,9809995.055200001
22.01.2020 00:00:00.000 GMT+0200,1558.638,1559.008,1552.968,1554.625,4990459.9787
22.01.2020 04:00:00.000 GMT+0200,1554.655,1554.665,1550.300,1550.885,5344703.1378999995
22.01.2020 08:00:00.000 GMT+0200,1550.855,1557.935,1550.515,1557.025,7084169.984
22.01.2020 12:00:00.000 GMT+0200,1557.025,1559.168,1554.525,1556.065,8636790.037099998
22.01.2020 16:00:00.000 GMT+0200,1556.088,1558.955,1554.825,1557.715,14750170.4693
22.01.2020 20:00:00.000 GMT+0200,1557.715,1559.038,1556.275,1558.475,6861959.9640999995
23.01.2020 00:00:00.000 GMT+0200,1558.498,1563.675,1558.378,1559.908,7267999.8875
23.01.2020 04:00:00.000 GMT+0200,1559.885,1560.805,1555.758,1557.828,4594140.0527
23.01.2020 08:00:00.000 GMT+0200,1557.828,1558.065,1552.908,1554.275,7891549.945
23.01.2020 12:00:00.000 GMT+0200,1554.275,1557.508,1551.798,1556.788,7394340.098
23.01.2020 16:00:00.000 GMT+0200,1556.788,1567.808,1554.505,1567.218,20637120.008599997
23.01.2020 20:00:00.000 GMT+0200,1567.208,1567.848,1560.228,1562.455,10459777.057099998
24.01.2020 00:00:00.000 GMT+0200,1562.328,1563.098,1559.508,1561.798,2713140.0703000003
24.01.2020 04:00:00.000 GMT+0200,1561.918,1562.225,1559.325,1560.468,1999949.0380000002
24.01.2020 08:00:00.000 GMT+0200,1560.468,1561.388,1557.545,1561.185,7225160.002700001
24.01.2020 12:00:00.000 GMT+0200,1561.185,1562.888,1556.455,1561.305,8143190.1455
24.01.2020 16:00:00.000 GMT+0200,1561.318,1575.785,1559.655,1571.615,25242169.857100002
24.01.2020 20:00:00.000 GMT+0200,1571.605,1575.728,1569.468,1571.455,20453555.107100002
27.01.2020 00:00:00.000 GMT+0200,1579.248,1588.345,1577.235,1581.045,5396790.1469
27.01.2020 04:00:00.000 GMT+0200,1580.975,1583.035,1577.898,1580.488,5691729.9628
27.01.2020 08:00:00.000 GMT+0200,1580.495,1583.528,1575.798,1582.578,13656059.8613
27.01.2020 12:00:00.000 GMT+0200,1582.638,1586.198,1580.208,1581.365,16807380.1995
27.01.2020 16:00:00.000 GMT+0200,1581.355,1585.908,1578.035,1580.145,23488699.9131
27.01.2020 20:00:00.000 GMT+0200,1580.095,1583.266,1577.025,1581.705,10917459.9051
28.01.2020 00:00:00.000 GMT+0200,1581.348,1582.965,1579.968,1580.825,2670279.9796
28.01.2020 04:00:00.000 GMT+0200,1580.825,1582.155,1578.238,1579.115,4852370.0238
28.01.2020 08:00:00.000 GMT+0200,1579.125,1582.218,1576.795,1579.065,11131950.259300001
28.01.2020 12:00:00.000 GMT+0200,1579.085,1580.665,1571.588,1574.885,12297556.877200002
28.01.2020 16:00:00.000 GMT+0200,1574.885,1577.928,1567.028,1569.785,19208407.1636
28.01.2020 20:00:00.000 GMT+0200,1569.805,1571.735,1565.388,1566.835,7733125.031
29.01.2020 00:00:00.000 GMT+0200,1566.758,1569.898,1563.368,1565.755,3213859.9753
29.01.2020 04:00:00.000 GMT+0200,1565.715,1567.095,1563.335,1566.985,5347619.9507
29.01.2020 08:00:00.000 GMT+0200,1566.985,1571.615,1566.015,1570.698,9291199.9225
29.01.2020 12:00:00.000 GMT+0200,1570.698,1572.358,1569.085,1569.735,10993429.7801
29.01.2020 16:00:00.000 GMT+0200,1569.735,1574.408,1567.775,1570.885,18064219.951700002
29.01.2020 20:00:00.000 GMT+0200,1570.885,1577.948,1568.708,1576.295,15215369.9397
